atc,nameen,ddd,administration_route
L01BC08,decitabine,,
J01CF01,dicloxacillin,2,O
A06AH01,methylnaltrexone bromide,6,P
A16AX04,nitisinone,20,O
R01AD01,beclometasone,0.4,N
A09AP,vegetable digestiva,,
N06AX23,desvenlafaxine,50,O
D10AF51,"clindamycin, combinations",,
A02A,antacids,,
S02DH20,mixes,,
L01XX,other antineoplastic agents,,
D07BB04,hydrocortisone butyrate and antiseptics,,
V09CA04,technetium (99mtc) gluceptate,,
V04CH,tests for renal function and ureteral injuries,,
B03AA02,ferrous fumarate,0.2,O
N02CX11,sodium pangamate,,
C06AH,homeopathic and anthroposophic antihypotonics,,
C01CA27,droxidopa,,
R01AC09,dimetindene,,
A10XA,aldose reductase inhibitors,,
D02BB51,"betacaroten, combinations",,
V09XX03,selenium (75se) norcholesterol,,
C01CA05,norfenefrine,25,O
N02AX06,tapentadol,0.4,O
S01AE07,moxifloxacin,,
C04AC02,nicotinyl alcohol (pyridylcarbinol),0.3,O
A12,mineral supplements,,
V08CX01,perflubron,,
A06AG02,bisacodyl,,
R02AX02,ibuprofen,,
J05AB03,vidarabine,,
C02LG51,"dihydralazine and diuretics, combinations with other drugs",,
B03AB,"iron trivalent, oral preparations",,
N05B,anxiolytics,,
C05AD54,"cinchocaine, combinations",,
S01XA38,buffer solutions,,
L03AH20,mixes,,
D10AF53,clindamycin and tretinoin,,
A08AA,centrally acting antiobesity products,,
J01CA07,epicillin,2,O
V04CX25,protein c test zone,,
R05DA14,dihydrocodeine,40,O
G01AE,sulfonamides,,
D11AA53,"methenamine, combinations",,
N01AH51,"fentanyl, combinations",,
B05BC51,"mannitol, combinations",,
C04AX11,bencyclane,,
A11CB,vitamin a and d in combination,,
D11AC50,"other medical shampoos, combinations",,
S01XC57,"carbomer, combinations","0,4",TD
D11AH,"agents for dermatitis, excluding corticosteroids",,
J07BD51,"measles, combinations with mumps, live attenuated",,
N02BG10,cannabinoids,,
A02BX02,sucralfate,4,O
C10AX19,beta sitosterol,"4,5",O
R05DB22,meprotixol,,
V07AC,"blood transfusion, auxiliary products",,
J04BA02,dapsone,50,O
N06AA01,desipramine,0.1,O
H01CA05,oserelin,"0,129",Implant
A02BD,combinations for eradication of helicobacter pylori,,
C01AA03,digitalis leaves,0.1,O
M01BX02,"organ extract, combinations",,
H01CA02,nafarelin,0.4,N
G01AX17,bituminosulfonates,,
V09DA02,technetium (99mtc) etifenin,,
V09AX04,flutemetamol (18f),,
S01CA56,dexamethasone and tobramycin,,
L01XE,protein kinase inhibitors,,
D03AX79,"bacterial lysate, combinations",,
V01AA,allergen extracts,,
G04BE06,moxisylyte,,
A07ED01,aluminium phosphate,,
D07CB02,fluprednidene and antibiotics,,
C05AA,corticosteroids,,
B05CX03,glycine,,
S01EB02,carbachol,0.4,
D03BA02,collagenase,,
B01AD,enzymes,,
S01ED70,timolol and table luprost,,
J01GB05,neomycin,1,O
N04AA,tertiary amines,,
C05CP02,vine leaves,,
V03AB20,copper sulfate,,
P03BA02,cypermethrin,,
H03BC01,potassium perchlorate,,
D11AF05,fluorouracil,,
N02AX,other opioids,,
J02AC01,fluconazole,0.2,O
C01AB01,proscillaridin,0.75,O
A10BK02,canagliflozin,0.2,O
R02AA09,benzethonium,,
C01DX13,efloxate,0.2,O
J01XE03,furazidin,0.3,O
N02BA57,"ethenzamide, combinations excl. psycholeptics",,
C09AA14,temocapril,10,O
H03BX,other antithyroid preparations,,
C10BX,"hmg coa reductase inhibitors, other combinations",,
C02KX,antihypertensives for pulmonary arterial hypertension,,
L04AC14,sarilumab,,
N06DP01,ginkgo biloba leaf dry extract**,"0,18",O
C01EH20,mixes,,
N05AA01,chlorpromazine,0.3,O
J05AX14,daclatas virus,60,O
S01ED01,timolol,,
J01GB13,bekanamycin,0.6,P
M01AB55,"diclofenac, combinations",0.1,O
V03AB21,potassium iodide,,
B03AA50,combinations of ii and iii iron,,
S01EB04,demecarium,0.1,
C07AG01,labetalol,0.6,O
C03AA05,polythiazide,1,O
A01AB23,minocycline,1,O
A07AB,sulfonamides,,
R05GC,expectorants and sulfonamides,,
H05B,anti-parathyroid agents,,
A11HA05,biotin,,
N05CF02,zolpidem,10,O
A10AB02,insulin (beef),40,P
A03AA,"synthetic anticholinergics, esters with tertiary amino group",,
A01AA51,"sodium fluoride, combinations",,
A11HA04,riboflavin (vit b2),,
D03AX50,"other wound dressings, combinations",,
A06AB07,cascara,,
D11AC02,cadmium compounds,,
H02AB04,methylprednisolone,20,P
A07EC03,olsalazine,1,O
N02CP,plant  migrant means,,
M01AE10,indoprofen,,
J05AF09,emtricitabine,0.2,O
G04CP,herbal prostate agents,,
G01AA04,candicidin,6,V
N04BA04,melevodopa,,
P01AC04,teclozan,,
L01XA04,satraplatin,,
B05CA02,chlorhexidine,,
B03AA11,ferrous iodine,0.2,O
J01CE04,azidocillin,1.5,O
V60AA,homoopathics with central pharmaceutical number,,
V70,recipes,,
S01A,antiinfectives,,
R01AC07,nedocromil,10.4,N
N01BB06,cinchocaine,,
D11AC61,"bituminosulfonates, combinations",,
D04AB,anesthetics for topical use,,
C10AA04,fluvastatin,60,O
C07DB01,"atenolol, thiazides and other diuretics",,
A10BD21,saxagliptin and dapagliflozin,,
C09D,"angiotensin ii antagonists, combinations",,
J01RA03,cefuroxime and metronidazole,,
A06AD03,magnesium peroxide,,
V03AE09,patiromer calcium,,
M02AP30,mixes,,
M01AA53,"oxyphenbutazone, combinations",,
P01AB02,tinidazole,2,O
C07CB03,atenolol and other diuretics,,
C01DX04,benziodarone,0.25,O
R05CA13,cineole,,
C04AD50,"other purine derivatives, combinations",,
S01BX,"corticosteroids, combinations with other agents",,
A16AA05,carglumic acid,0.2,O
P02DA01,niclosamide,2,O
V09GX02,indium (111in) imciromab,,
G03FA16,trimegestone and estrogen,,
B03AD02,ferrous fumarate,,
V04CL,tests for allergic diseases,,
V03AK01,cyanacrylic acid alkyl esters,,
C01DA13,eritrityl tetranitrate,90,O
G02CP53,"cimicifugal rhizome, combinations",,
S01CA10,fluocinolone acetonide and antiinfectives,,
S01XZ,,,
H03BH20,mixes,,
D08AJ02,cetrimonium,,
N06DX07,dihydroergotoxin,3,O
A03AH01,carum carvi,,
A10XZ,,,
M02AA23,indometacin,,
N02AX51,tilidine and naloxone,"0,2",O
L02BB04,enzalutamide,0.16,O
G03FA04,progesterone and estrogen,,
M03BB72,"chlormezanone, combinations with psycholeptics",,
V03AB29,cholinesterase,,
R01BA53,"phenylephrine, combinations",,
R01AX26,dexpanthenol,35,N
A02BA08,lafutidine,20,O
N02BB01,phenazone,3,O
M01AE12,oxaprozin,0.9,O
D01AE02,methylrosaniline,,
N05BD,dibenzo-bicyclo-octadiene derivatives,,
M03BA72,"carisoprodol, combinations with psycholeptics",,
L01XX55,rucaparib,,
V09IX03,iodine (125i) cc49-monoclonal antibody,,
R05FB02,cough suppressants and expectorants,,
J01XX55,"methenamine, combinations",,
J01FA11,miocamycin,1.2,O
N02BA14,guacetisal,,
J06BA02,"immunoglobulins, normal human, for intravascular adm.",,
D01AC,imidazole and triazole derivatives,,
R05GC03,"sulfanilamide, combinations",,
D08AK11,mercury cyanide,,
G03CB,"synthetic estrogens, plain",,
V04CA03,"glucose test zone, blood",,
J01FA15,telithromycin,0.8,O
N05CM09,valerianae radix,,
N04BA02,levodopa and decarboxylase inhibitor,0.6,O
C01EX68,"theobromine, combinations",,
N05CM03,bromisoval,0.6,O
L01BB02,mercaptopurine,,
A12BA05,potassium gluconate,,
D04AH,homeopathic and anthroposophic antipruriginosa,,
N06A,antidepressants,,
N03AC02,trimethadione,1.5,O
C07CA23,penbutolol and other diuretics,,
C05BZ,other vein remedies for topical application,,
C01AA55,"digoxin, combinations",,
N07BA01,nicotine,30,SL
S01XA43,idebenon,"0,9",O
A07BP51,"carob flour, combinations",,
A01AE,local anesthetics for local oral treatment,,
R06AC04,tripelennamine,0.15,O
J04BA01,clofazimine,0.1,O
C09BA13,moexipril and diuretics,,
A03BA04,belladonna total alkaloids,1,O
V03AM01,amilomer,,
R05FA,opium derivatives and expectorants,,
M02BX55,"sulphur, combinations",,
L03AX10,immunocyanin,3,Instill
C03XP30,mixes,,
C01EX,other cardiac combination products,,
R02AA05,chlorhexidine,30,O
G04BE30,combinations,,
C04AD02,xantinol nicotinate,0.9,O
J01RA05,levofloxacin and ornidazole,,
G02A,uterotonics,,
N05CY,,,
S01AB05,sulfafenazol,,
R02AD05,ambroxol,,
A06AD61,"lactulose, combinations",,
A08AA04,dexfenfluramine,30,O
R01AX07,hexamidine,,
L01XE04,sunitinib,,
N02AA,natural opium alkaloids,,
A03AA08,dihexyverine,,
M01AB69,"carbamoylphenoxyacetic acid, combinations",,
H02AB01,betamethasone,1.5,O
C01BC04,flecainide,0.2,O
N01BB09,ropivacaine,,
L01AA,nitrogen mustard analogues,,
L03AX04,pegademase,,
C01BA50,"antiarrhythmics, combinations excl. psycholeptics",,
R03AC10,carbuterol,,
C01BG11,vernakalant,0.2,P
D11AB09,fumaric acid,,
N05CD05,triazolam,0.25,O
B05AA07,hydroxyethylstarch,,
D07CB03,fluorometholone and antibiotics,,
V07AI,other aids without central pharmaceutical number,,
C07AA12,nadolol,0.16,O
A07AX55,"dichloroquinolinol, combinations",,
C07AB13,talinolol,0.1,O
N02BH,homeopathic and anthroposophic analgesics and antipyretics,,
N02CA,ergot alkaloids,,
C04AD04,etofylline nicotinate,0.3,O
V03AB19,physostigmine,,
S01EA05,brimonidine,,
R06AX01,bamipine,0.1,O
B06AA11,,,
R06AX18,acrivastine,24,O
J01DD51,cefotaxime and beta-lactamase inhibitor,,
A10AE02,insulin (beef),40,P
S01ED02,betaxolol,,
R07AB06,prethcamide,0.4,P
D01AE15,terbinafine,,
A15,appetite stimulants,,
G03XC05,ospemifene,,
R01AC03,azelastine,0.56,N
C02BA,sulfonium derivatives,,
A11DB04,"thiamine, pyridoxine and nicotinamide",,
C01EB03,indometacin,,
V04BA20,mixes,,
N02CX59,metoclopramide and paracetamol,,
J04AK07,thioacetazone,,
A03AH20,mixes,,
C05AD62,"butoxycaine, combinations",,
L01XE07,lapatinib,,
B01AB13,certoparin,3,P
R01AB,"sympathomimetics, combinations excl. corticosteroids",,
C01AX,other cardiac glycosides,,
R06AC52,"histapyrrodine, combinations",,
A12CX02,silicon dioxide,,
D06BA05,sulfanilamide,,
R03CC06,isoetarine,40,O
G03CD01,estriol,"0,2",V
V03AX10,placebo,,
L01DB06,idarubicin,,
N03AB52,"phenytoin, combinations",,
A02AF,antacids with antiflatulents,,
B01AD03,anistreplase,30,P
H02AA03,desoxycortone,5,O
V03AF05,amifostine,1.7,P
N06BX05,fipexide,,
G03DB06,chlormadinone,,
C02DD01,nitroprusside,50,P
C04AE01,ergoloid mesylates,3,O
J07CA08,hemophilus influenzae b and hepatitis b,,
G03FB09,levonorgestrel and estrogen,,
J07BD52,"measles, combinations with mumps and rubella, live attenuated",,
A08AZ,,,
R03DA01,diprophylline,1,O
N04BX,other dopaminergic agents,,
G01AG,triazole derivatives,,
V09EX01,krypton (81mkr) gas,,
N06DA03,rivastigmine,9,O
V03AB45,apomorphine,,
N03AA05,cathin phenobarbital,,
V09CX01,sodium iodohippurate (123i),,
P01AR53,"glycobiarsol, combinations",,
L01DB05,zorubicin,,
N05BA,benzodiazepine derivatives,,
R03CC10,carbuterol,6,O
B01AC06,acetylsalicylic acid,1,O
V06D,other nutrients,,
S02DH,homeopathic and anthroposophical otologics,,
J07AH04,"meningococcus a,c,y,w-135, tetravalent purified polysaccharides antigen",,
D10BH20,mixes,,
H01CB05,pasireotide,1.2,P
R03DX08,reslizumab,,
M02AX03,dimethyl sulfoxide,,
N05CM22,promethazine,75,O
D08AJ05,benzoxonium chloride,,
R06AE06,oxatomide,60,O
J01EB06,sulfanilamide,,
L03AX24,histaglobin,,
J01DH04,doripenem,1.5,P
N07XX03,xaliproden,,
S01XH,homeopathic and anthroposophic ophthalmics,,
M02AH50,combinations with other agents,,
D07XB02,triamcinolone,,
L01XC08,panitumumab,,
D09AA03,nitrofural,,
A11DA06,thiamine pyrophosphate,,
A03B,"belladonna and derivatives, plain",,
H03AA04,tiratricol,,
G04CX04,beta sitosterol,60,O
S01AD05,interferon,,
C08GA,calcium channel blockers and diuretics,,
N05AX,other antipsychotics,,
G02CD09,hyaluronic acid,,
N05CP51,"valerian root, combinations",,
R03CA02,ephedrine,50,O
A08AA63,"phenylpropanolamine, combinations",,
M02AX30,mixes,,
D08AH03,oxyquinoline,,
M02AB01,capsaicin,,
D04AB61,"polidocanol (lauromacrogol 400), combinations",,
B03AC03,iron(iii)sorbitol-citric acid complex,"0,1",P
S01FB07,cyclodrin,,
S01AX18,povidone-iodine,,
G03CA06,chlorotrianisene,24,O
V09GA07,technetium (99mtc) apcitide,,
N07BB,drugs used in alcohol dependence,,
C04AG,prostaglandins,,
A07X,other antidiarrheals,,
B05CA04,sulfamethizole,,
R01BA54,"buphenin, combinations",,
R05CB04,eprazinone,0.2,O
N06AG02,moclobemide,0.3,O
V10AX01,phosphorous (32p) chromicphosphate colloid,,
D03AX04,calcium pantothenate,,
D11AF,wart and anti-corn preparations,,
P01AB06,nimorazole,2,O
N01AF,"barbiturates, plain",,
R04AP06,mint,,
R05DB02,benproperine,75,O
L03AB04,interferon alfa-2a,2,P
C02AC07,tiamenidine,,
B05AX07,thoroughbred,,
R01AD09,mometasone,0.2,N
C04AE51,"ergoloid mesylates, combinations",,
A10,drugs used in diabetes,,
N05AB08,thioproperazine,75,O
R02A,throat preparations,,
N04BC09,rotigotine,6,TD
V04CK01,secretin,,
M02AA16,feprazone,,
R06AX04,phenindamine,,
A14A,anabolic steroids,,
R01AP02,echinacea purpurea juice,,
N05BA21,clotiazepam,,
J02AB02,ketoconazole,0.2,O
N01BC,esters of benzoic acid,,
G03AC01,norethisterone,2.5,P
M01AH07,polmacoxib,,
A06AD18,sorbitol,10,O
A02BA,h2-receptor antagonists,,
R06AD06,thiazinam,0.9,O
R06AA02,diphenhydramine,0.2,O
N02BA01,acetylsalicylic acid,3,O
A11CC05,colecalciferol,20,O
C03CA02,bumetanide,1,O
A06AX02,carbon dioxide producing drugs,,
N02CC02,naratriptan,2.5,O
L03AA,colony stimulating factors,,
R05G,"antitussives and expectorants, combinations with antibiotics",,
H02AB03,fluocortolone,10,O
S01XA42,cod liver oil,,
C02KX05,riociguat,4.5,O
D07AC07,fludroxycortide,,
J05AE03,ritonavir,1.2,O
A12AA10,calcium glucoheptonate,3,O
G03AA05,norethisterone and ethinylestradiol,,
A01AD71,"salicylates, combinations",,
R02AB20,mixes,,
J01EA,trimethoprim and derivatives,,
L02BG02,formestane,18,P
B01AC17,tirofiban,10,P
M01AE,propionic acid derivatives,,
J07AP,typhoid vaccines,,
C10AB11,choline fenofibrate,0.135,O
J01DH03,ertapenem,1,P
G04,urologicals,,
V04CZ05,"alder bark, combinations",,
L04AB06,golimumab,1.66,P
D07CB01,triamcinolone and antibiotics,,
G01AA05,chloramphenicol,,
A10BJ05,dulaglutide,0.16,P
V08A,"x-ray contrast media, iodinated",,
C07BG,alpha and beta blocking agents and thiazides,,
L03AB12,albinterferon alfa-2b,,
D10AB02,sulfur,,
S01AD06,vidarabine,,
A11CB02,retinol and colecalciferol,,
N05CC,aldehydes and derivatives,,
S01CA57,dexamethasone and neomycin,,
A08AA10,sibutramine,10,O
L04AX06,pomalidomide,3,O
A02BX03,pirenzepine,0.1,O
P02CA05,flubendazole,0.2,O
N06CA03,fluoxetine and psycholeptics,,
L01AA05,chlormethine,,
C07,beta blocking agents,,
J05AP54,elbasvir and grazoprevir,,
D08AX02,eosin,,
B03XH,homeopathic and anthroposophic antianamines,,
A04AA05,palonosetron,0.5,O
B02BD17,simoctocog alfa,500,P
C07EA03,pindolol and vasodilators,,
D10A,anti-acne preparations for topical use,,
B01AD06,brinase,,
H02AB08,triamcinolone,7.5,O
N05CD13,cinolazepam,,
V07AB01,mineral water,,
J01DD13,cefpodoxime,0.4,O
V04BA06,ascorbic acid test zone,,
M05BB02,"risedronic acid and calcium, sequential",,
L03AA15,balugrastim,,
S01ED66,timolol and dorzolamide,"0,2",TD
M05BX99,,,
J01CA14,metampicillin,1.5,O
C08CA07,nisoldipine,20,O
D06BB12,sinecatechins,,
B05A,blood and related products,,
C07EA,"beta blocking agents, non-selective, and vasodilators",,
R03AK07,formoterol and budesonide,,
L01AA08,prednimustine,,
V09XA03,iodine (131i) human albumin,,
R02AP,herbal throat therapeutics,,
N07XX05,amifampridine,40,O
G03GB,"ovulation stimulants, synthetic",,
S01BA15,fluocinolone acetonide,,
C04AD56,"proxyphylline, combinations",,
P01AR03,glycobiarsol,,
J01EB03,sulfadimidine,4,O
C03AB05,polythiazide and potassium,1,O
N03AX22,perampanel,8,O
A06AB09,bisoxatin,0.12,O
S02CA,corticosteroids and antiinfectives in combination,,
L03AA16,empegfilgrastim,,
A12AX,"calcium, combinations with vitamin d and/or other drugs",,
J06BB07,vaccinia immunoglobulin,,
A10BJ03,lixisenatide,20,P
N02BA77,"ethenzamide, combinations with psycholeptics",,
A01AB90,"demeclocycline, combinations",,
R05CP05,pelargonium root,,
L01XC11,ipilimumab,,
A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),,
V09DB01,technetium (99mtc) nanocolloid,,
H03BB02,thiamazole,10,O
G03GA04,urofollitropin,75,P
C10AD02,nicotinic acid,2,O
B01AA12,fluindione,,
R05DB80,"butetamat, combinations",,
S01EA04,clonidine,,
G01AF17,oxiconazole,,
C04AA02,buphenine,30,O
A01AC05,betamethasone,,
R05FB01,cough suppressants and mucolytics,,
C05AX03,"other preparations, combinations",,
S01XA26,troxerutin,,
D10AX52,"resorcinol, combinations",,
N03AB03,amino(diphenylhydantoin) valeric acid,0.3,O
N06AA20,noxiptiline,,
B05CX05,heparin,,
S01CA01,dexamethasone and antiinfectives,,
R01AA09,tramazoline,,
A12CA01,sodium chloride,1,O
A12B,potassium,,
J01AA12,tigecycline,0.1,P
L01XX49,belinostat,,
J07AP03,"typhoid, purified polysaccharide antigen",,
C09CA10,fimasartan,60,O
B01AC13,abciximab,25,P
V06DD20,mixes,,
L03AG04,escherichia coli,,
N05BX02,gedocarnil,,
A06AG20,combinations,,
J01FA10,azithromycin,0.3,O
D03BA50,"other proteolytic enzymes, combinations",,
J05AB13,penciclovir,,
C10AX13,evolocumab,10,P
D06BX01,metronidazole,,
G03EA,androgens and estrogens,,
R03BX01,fenspiride,,
A02AD02,magaldrate,,
N05CD06,lormetazepam,1,O
D07XC01,betamethasone,,
N05CM18,dexmedetomidine,1,P
A02AC,calcium compounds,,
B06AC,drugs used in hereditary angioedema,,
N06CA,antidepressants in combination with psycholeptics,,
J07BH02,"rota virus, pentavalent, live, reassorted",,
D05AX04,tacalcitol,,
J05AX13,umifenovir,0.8,O
A12AA06,calcium lactate gluconate,3,O
M03BX30,fenyramidol,2,O
N05CD09,brotizolam,0.25,O
G03HA01,cyproterone,0.1,O
R03DB04,theophylline and adrenergics,,
R05XA06,"sodium salicylate, combinations",,
C04AX37,diisopropylamine,,
D05BA03,bergapten,,
V09EA03,technetium (99mtc) nanocolloid,,
S,sensory organs,,
B03AC01,iron(iii)hydroxide-polymaltose complex,"0,1",P
V04C,other diagnostic agents,,
R06AX07,triprolidine,7.5,O
N02BB74,"propyphenazone, combinations with psycholeptics",,
S01KX02,flushings,,
D06BB05,inosine,,
A15AA02,pizotifen,,
N02BA08,morpholine salicylate,,
A07XP04,carrot extract,,
L01AD,nitrosoureas,,
N04BA05,melevodopa and decarboxylase inhibitor,,
S01AE04,lomefloxacin,,
J07AJ52,"pertussis, purified antigen, combinations with toxoids",,
J07AM,tetanus vaccines,,
M09AH02,thymus,,
A11JA01,"retinol, combinations",30,O
H01BB,oxytocin and analogues,,
G01AC06,broxyquinoline,0.1,V
V70CE,individually manufactured parenteral solutions with monoclonal antibodies,,
D04AA04,tripelennamine,,
D08AG,iodine products,,
R05XA05,"aminophenazone, combinations",,
G04BE09,vardenafil,10,O
C09BB12,delapril and manidipine,,
C05AD60,"polidocanol (lauromacrogol 400), combinations",,
C03BC,mercurial diuretics,,
C02LA08,"rauwolfia alkaloids, whole root and diuretics",,
C10AB01,clofibrate,2,O
D02B,protectives against uv-radiation,,
A12BA,potassium,,
P03AC03,phenothrin,,
A10BD08,metformin and vildagliptin,,
M04AB,preparations increasing uric acid excretion,,
V70CX,other individually manufactured parenteral solutions,,
D08AF01,nitrofural,,
L03AH50,combinations with other agents,,
J05AR05,"zidovudine, lamivudine and nevirapine",,
B05DA,isotonic solutions,,
A08AH02,vesiculous fucus,,
M02AD02,benzyl nicotinate,,
V09IA07,technetium (99mtc) hynic-octreotide,,
N02AD,benzomorphan derivatives,,
V03AZ01,ethanol,,
C03DB01,amiloride,10,O
M02BB52,"methyl salicylate, combinations",,
R01AX17,mesna,,
C01EX52,"camphor, combinations",,
M01AB01,indometacin,0.1,O
C03CB01,furosemide and potassium,40,O
L01BB04,cladribine,,
V03AF10,sodium levofolinate,30,P
N04AC30,etybenzatropine,9,O
D01AC52,"miconazole, combinations",,
C09BA02,enalapril and diuretics,,
N01BB03,mepivacaine,,
V09HX01,gallium (67ga) citrate,,
V04CO02,n-terminal-pro bnp test zone,,
D11AB55,"soybean oil, combinations",,
N06BA10,fenetylline,,
D10AF06,sulfacetamide,,
M05BB01,"etidronic acid and calcium, sequential",0.4,O
D09AA30,mixes,,
M01AH02,rofecoxib,25,O
V09AB,iodine (123i) compounds,,
V07AQ,other usual pharmacy goods,,
L01BA,folic acid analogues,,
J05AB15,brivudine,0.125,O
N01BX06,diphenhydramine,,
J07BC20,combinations,,
M03AX22,botulinum toxin type b,,
C03AA06,trichlormethiazide,4,O
A03AP11,other,,
J02AA,antibiotics,,
J07CA07,diphtheria-hepatitis b-tetanus,,
R03,drugs for obstructive airway diseases,,
A10AE05,insulin detemir,40,P
A06AD17,sodium phosphate,50,O
A11DA,"vitamin b1, plain",,
M04AX01,urate oxidase,,
R01AC02,levocabastine,0.6,N
D01AC02,miconazole,,
A02BX15,silbereiwei߭acetyltannat,,
M09AZ,,,
J04AA03,calcium aminosalicylate,,
N05AB13,metofenazate,,
L04AC,interleukin inhibitors,,
J01MA09,sparfloxacin,0.2,O
G01AF08,tioconazole,0.3,V
C09CA06,candesartan,8,O
B05XA17,potassium acetate,,
M01AE13,ibuproxam,,
D06BA63,"sulfacarbamide, combinations",,
C01CA03,norepinephrine,6,P
R03DX02,eprozinol,,
C05BP04,arnica bleeds,,
J01EA01,trimethoprim,0.4,O
D03AP02,marigold bleeding,,
V06CX,diatetics other than suckling food,,
S01BA07,fluorometholone,,
J07AG,hemophilus influenzae b vaccines,,
